0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
25.0,10.0,12.0,122.0,344.0,425.0,433.0,361.0,244.0,287.0,352.0,287.0,194.0,280.0,192.0,80.0,87.2,79.2,59.5,37.6,20.4,3980.0,3950.0,6680.0,8490.0,9030.0,7810.0,5340.0,4270.0,1670.0,8.4,8.52,7.31,5.44,3.89,4.49,3.31,3.22,2.89,20.2,287.0,259.0,224.0,7.6,6.27,6.17,6.08,1230.0,-0.207,-0.261,40.0,1.73,-0.0823,-0.0994,-0.08,-0.096,0.0832,0.8109999999999999,0.769,0.8220000000000001,27.0,11.0,21.0,0.0,0.0833,0.0833,0.115,27.9,0.6779999999999999,1.0,0.9740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.721,0.3,3.13,1.29,-4.13,25.1,0.0,5.69,2.25,1.91,2.01,1.12,3.58,12.3,0.391,25.3,1.69,12.0,2.32,0.031
60.0,24.0,25.0,513.0,857.0,1070.0,1050.0,1300.0,1450.0,710.0,871.0,1070.0,1180.0,702.0,1170.0,150.0,172.0,197.0,223.0,225.0,211.0,9650.0,8940.0,16200.0,19800.0,19400.0,24600.0,28600.0,26200.0,26200.0,11.0,9.74,7.83,6.88,7.53,7.03,3.8,4.4,3.82,22.4,271.0,223.0,216.0,8.13,6.81,6.75,6.66,2780.0,-0.12300000000000001,-0.3720000000000001,80.1,-15.6,-0.0657,-0.0592,-0.0102,-0.0279,-0.163,0.8009999999999999,1.03,1.29,62.0,45.0,51.0,3.0,0.32,0.32,0.0689,67.3,0.6559999999999999,1.04,1.01,1.0,0.0,0.0,0.0805,0.0,0.0805,0.0,0.0,0.255,0.542,0.243,4.4,2.71,-4.47,12.1,0.0,51.8,0.0,-1.72,6.04,4.52,3.94,22.7,0.573,51.5,1.43,38.8,3.0,0.0284
78.0,41.0,30.0,649.0,1120.0,1510.0,1970.0,2140.0,2020.0,907.0,1570.0,1690.0,1600.0,891.0,1580.0,213.0,275.0,309.0,314.0,308.0,297.0,12700.0,11600.0,22600.0,30700.0,41800.0,46500.0,43900.0,46800.0,38400.0,6.21,5.74,4.39,3.39,2.33,4.12,2.86,2.72,2.49,16.4,249.0,202.0,188.0,7.54,6.07,6.01,5.94,3960.0,0.251,0.14400000000000002,104.0,-7.91,-0.0282,-0.007890000000000001,0.0269,0.0146,-0.0521,0.878,1.15,1.29,80.0,65.0,72.0,5.0,0.5670000000000001,0.5670000000000001,0.0827,88.1,0.5920000000000001,0.998,0.9570000000000001,5.0,0.0,0.0,3.39,0.0,1.03,0.0,0.0,0.22,0.532,0.214,4.9,2.94,-7.34,63.0,13.7,67.2,3.68,2.97,12.9,9.73,10.0,24.8,0.35700000000000004,60.6,1.64,49.5,5.65,0.0275
63.0,28.0,28.0,535.0,935.0,1240.0,1430.0,1380.0,1380.0,770.0,1150.0,1120.0,1110.0,757.0,1100.0,187.0,231.0,248.0,242.0,219.0,187.0,10000.0,9550.0,18000.0,23200.0,28700.0,27700.0,27900.0,25600.0,17800.0,8.6,8.33,6.87,5.95,4.78,4.4,3.18,3.2,3.03,21.2,273.0,235.0,224.0,7.75,6.36,6.28,6.19,3170.0,0.265,0.113,85.3,-8.57,-0.0786,-0.0211,0.0284,0.0112,-0.0742,0.871,0.981,1.15,67.0,47.0,57.0,2.0,0.35700000000000004,0.35700000000000004,0.0942,70.3,0.644,1.01,0.978,1.0,2.0,0.0,0.4320000000000001,0.0,0.4320000000000001,0.0,0.0,0.233,0.5820000000000001,0.222,4.59,2.5,-7.39,63.6,7.11,45.7,0.41600000000000004,5.32,9.06,7.21,6.14,25.1,0.38799999999999996,58.3,1.66,38.5,5.3,0.0282
29.0,10.0,15.0,167.0,379.0,509.0,498.0,424.0,378.0,319.0,410.0,349.0,310.0,312.0,306.0,89.2,97.0,84.2,74.1,65.6,52.9,4490.0,4390.0,6830.0,9500.0,9490.0,8040.0,7260.0,6420.0,4960.0,10.6,9.97,9.52,8.41,7.3,6.71,4.04,4.0,4.65,24.1,302.0,283.0,234.0,8.17,6.66,6.73,6.66,1350.0,-0.629,-0.701,39.8,5.58,-0.17600000000000002,-0.129,-0.134,-0.135,0.133,0.662,0.716,0.789,31.0,13.0,23.0,0.0,0.0,0.0,0.0689,31.9,0.7090000000000001,1.03,1.0,0.0,0.0,2.0,0.0,19.4,0.0,9.95,9.43,0.29100000000000004,0.56,0.268,3.44,2.14,-3.77,12.1,0.0,0.0,19.6,0.0,0.0,0.0,7.93,16.8,0.39,31.6,1.66,12.6,2.87,0.0305
60.0,31.0,24.0,504.0,852.0,1170.0,1500.0,1650.0,1540.0,693.0,1190.0,1290.0,1210.0,680.0,1200.0,171.0,220.0,247.0,247.0,233.0,214.0,9730.0,8960.0,17100.0,23700.0,32100.0,36900.0,33800.0,34100.0,28500.0,6.13,5.82,4.34,3.06,2.15,4.02,2.88,2.78,2.22,16.0,255.0,211.0,192.0,7.41,6.04,5.89,5.8,3080.0,-0.00451,-0.08199999999999999,81.5,3.35,-0.0536,-0.0244,-0.000678,-0.0118,0.0101,0.9279999999999999,1.08,1.17,62.0,48.0,55.0,4.0,0.5,0.5,0.0827,67.6,0.6,0.996,0.956,5.0,0.0,0.0,3.8,0.0,1.1,0.0,0.0,0.23399999999999999,0.579,0.226,4.53,2.49,-6.1,63.1,6.61,53.4,0.861,3.28,9.34,7.39,9.99,22.6,0.319,49.1,1.69,35.7,4.83,0.0338
42.0,16.0,18.0,231.0,534.0,738.0,773.0,700.0,630.0,447.0,627.0,567.0,516.0,439.0,514.0,110.0,124.0,115.0,101.0,88.8,82.9,6720.0,6270.0,9680.0,13900.0,15300.0,14000.0,12100.0,10900.0,9970.0,10.6,9.19,8.23,6.18,4.75,8.68,4.46,4.89,4.05,21.4,280.0,254.0,205.0,8.05,6.88,6.53,6.47,1920.0,-1.75,-1.95,56.5,10.4,-0.215,-0.19899999999999998,-0.207,-0.207,0.185,0.8079999999999999,0.797,0.897,43.0,28.0,34.0,2.0,0.111,0.111,0.0481,47.0,0.6679999999999999,1.04,1.01,1.0,2.0,5.0,-0.20600000000000002,46.5,-0.20600000000000002,9.43,9.19,0.28,0.62,0.265,3.88,2.05,-1.27,41.5,0.0,11.1,46.5,0.565,0.0,0.0,8.26,20.3,0.547,37.3,1.43,19.5,1.76,0.0228
58.0,31.0,25.0,607.0,873.0,1310.0,1720.0,1760.0,1450.0,711.0,1370.0,1370.0,1140.0,695.0,1120.0,193.0,268.0,298.0,282.0,232.0,202.0,9300.0,8850.0,17700.0,26700.0,37200.0,39700.0,32600.0,24700.0,26000.0,4.66,5.03,3.86,2.92,2.06,2.5,2.41,2.17,2.05,15.9,262.0,225.0,201.0,7.3,5.75,5.79,5.69,3130.0,0.1,0.0563,80.5,0.774,-0.136,-0.0118,0.0286,0.0171,0.0669,1.24,1.02,1.05,62.0,50.0,56.0,5.0,0.52,0.52,0.124,64.9,0.601,0.9790000000000001,0.9359999999999999,6.0,0.0,1.0,6.07,11.5,1.14,11.5,11.5,0.20600000000000002,0.512,0.19899999999999998,4.65,2.86,-5.8,58.9,13.1,73.4,11.5,3.99,8.65,5.85,19.9,29.8,0.15,52.5,1.94,32.8,4.84,0.032
137.0,74.0,49.0,1370.0,2160.0,3010.0,3690.0,4070.0,4320.0,1760.0,2970.0,3240.0,3440.0,1740.0,3400.0,372.0,482.0,559.0,607.0,643.0,685.0,22500.0,20800.0,42600.0,60100.0,75800.0,85400.0,91700.0,95200.0,102000.0,6.15,5.47,4.45,3.86,3.17,3.38,2.67,2.65,2.74,17.2,242.0,196.0,179.0,7.81,6.15,6.27,6.21,6760.0,0.57,0.2,173.0,-21.5,-0.124,-0.0283,0.028999999999999998,0.00948,-0.0937,1.13,1.21,1.42,143.0,137.0,137.0,19.0,0.7759999999999999,0.7759999999999999,0.239,155.0,0.5770000000000001,1.0,0.9620000000000001,7.0,7.0,2.0,3.1,23.2,0.945,12.7,10.5,0.19,0.445,0.187,5.75,3.94,-4.1,62.8,27.9,93.9,23.2,9.95,16.4,17.8,14.5,47.3,0.43799999999999994,101.0,1.6,94.2,6.03,0.0229
68.0,40.0,26.0,591.0,1030.0,1540.0,1990.0,1810.0,2230.0,832.0,1550.0,1440.0,1720.0,816.0,1700.0,206.0,274.0,295.0,311.0,315.0,274.0,11100.0,10300.0,21400.0,32700.0,45200.0,39100.0,51800.0,42600.0,39700.0,3.35,3.52,2.51,1.73,1.18,1.9,2.14,1.9,1.67,12.5,240.0,197.0,163.0,7.26,5.64,5.66,5.6,3570.0,0.541,0.486,90.4,-11.4,-0.10800000000000001,0.102,0.14400000000000002,0.14,-0.0274,1.37,1.21,1.28,71.0,64.0,67.0,8.0,0.6920000000000001,0.6920000000000001,0.19699999999999998,76.8,0.563,0.9740000000000001,0.927,8.0,2.0,0.0,10.2,0.0,1.4,0.0,0.0,0.191,0.47,0.18600000000000005,4.93,3.23,-5.76,43.4,20.6,57.9,0.0,13.9,7.18,11.2,20.5,21.8,0.154,53.1,1.9,44.1,5.83,0.0294
58.0,29.0,23.0,396.0,828.0,1130.0,1200.0,1230.0,1210.0,680.0,960.0,976.0,961.0,669.0,947.0,158.0,190.0,195.0,198.0,193.0,172.0,9710.0,8880.0,17100.0,24200.0,25900.0,27200.0,26900.0,27100.0,21700.0,6.79,5.9,4.28,2.84,2.17,5.0,2.93,2.88,2.52,14.6,253.0,204.0,171.0,7.5,6.23,6.0,5.92,2930.0,0.0928,-0.00186,125.0,-18.5,-0.00759,-0.0152,0.0103,-0.000188,-0.0529,0.909,1.09,1.2,60.0,47.0,53.0,2.0,0.435,0.435,0.106,66.2,0.606,1.0,0.9670000000000001,8.0,0.0,0.0,6.68,0.0,0.973,0.0,0.0,0.259,0.535,0.25,4.34,2.72,-6.02,61.7,39.3,36.8,2.85,1.87,6.74,1.89,25.5,23.0,0.402,47.1,1.63,36.2,4.22,0.0183
73.0,39.0,29.0,594.0,1070.0,1490.0,1820.0,1930.0,1800.0,872.0,1450.0,1520.0,1420.0,856.0,1400.0,212.0,271.0,293.0,289.0,278.0,274.0,11800.0,10900.0,21900.0,31100.0,39200.0,43100.0,39800.0,40600.0,35200.0,5.53,5.33,3.9,2.7,1.93,3.4,2.6,2.45,2.21,14.8,251.0,203.0,180.0,7.41,5.94,5.88,5.8,3780.0,0.415,0.335,98.3,-9.95,-0.00406,0.0162,0.0576,0.0451,-0.0367,0.9490000000000001,1.13,1.24,76.0,62.0,69.0,7.0,0.586,0.586,0.162,82.2,0.5920000000000001,0.99,0.948,10.0,0.0,0.0,9.66,0.0,1.24,0.0,0.0,0.214,0.509,0.20800000000000002,4.86,3.04,-7.11,88.5,19.7,72.6,0.8540000000000001,7.23,11.5,9.67,19.0,27.1,0.289,59.4,1.75,46.0,6.35,0.0282
62.0,32.0,24.0,660.0,893.0,1030.0,1420.0,1770.0,1780.0,723.0,1150.0,1430.0,1440.0,714.0,1420.0,159.0,215.0,267.0,291.0,291.0,270.0,10100.0,9280.0,18000.0,19800.0,28300.0,35600.0,35400.0,42900.0,37900.0,6.9,6.48,5.39,6.41,4.31,2.92,3.0,2.59,2.64,21.7,246.0,202.0,232.0,7.63,6.16,6.21,6.1,3130.0,0.523,0.355,80.6,-16.2,0.0292,-0.00774,0.0624,0.0397,-0.16399999999999998,1.04,1.16,1.38,64.0,52.0,58.0,2.0,0.5,0.5,0.0361,69.9,0.596,1.0,0.963,2.0,0.0,0.0,1.76,0.0,0.879,0.0,0.0,0.226,0.4370000000000001,0.22,4.61,3.35,-6.71,47.9,42.7,25.0,0.0,1.76,4.56,6.49,1.77,17.3,0.382,49.0,1.63,42.5,4.78,0.0332
45.0,22.0,21.0,448.0,674.0,908.0,1030.0,1180.0,1210.0,554.0,839.0,947.0,945.0,542.0,929.0,152.0,189.0,212.0,221.0,198.0,137.0,7150.0,7010.0,13600.0,18900.0,21400.0,25300.0,27000.0,21800.0,12700.0,5.51,6.2,5.19,3.88,3.13,2.15,2.51,2.27,2.1,17.0,272.0,236.0,208.0,7.38,5.81,5.99,5.87,2430.0,0.382,0.336,67.0,-10.2,0.0811,0.13,0.161,0.157,-0.00949,1.05,0.9420000000000001,1.0,49.0,33.0,42.0,3.0,0.33299999999999996,0.33299999999999996,0.317,50.1,0.633,0.98,0.941,5.0,0.0,0.0,6.08,0.0,1.29,0.0,0.0,0.222,0.55,0.21,4.27,2.47,-4.97,43.0,13.1,29.7,1.45,3.69,2.39,2.94,22.6,21.2,0.19399999999999998,44.3,1.93,25.5,4.07,0.0275
74.0,32.0,33.0,569.0,1040.0,1330.0,1530.0,1500.0,1480.0,861.0,1240.0,1220.0,1200.0,847.0,1190.0,213.0,252.0,260.0,251.0,245.0,243.0,11800.0,11300.0,20100.0,25900.0,31100.0,30000.0,29800.0,29500.0,31600.0,8.57,8.23,6.92,5.35,4.67,4.73,3.32,3.48,3.16,19.8,274.0,236.0,214.0,7.76,6.36,6.29,6.21,3680.0,-0.0337,-0.217,106.0,-7.49,-0.0725,-0.0421,-0.00329,-0.0196,-0.0431,0.816,0.945,1.09,78.0,48.0,64.0,2.0,0.242,0.242,0.158,82.7,0.6509999999999999,1.01,0.9790000000000001,1.0,0.0,0.0,0.158,0.0,0.158,0.0,0.0,0.242,0.594,0.231,4.7,2.52,-9.06,74.7,7.11,31.9,4.28,1.22,6.94,6.95,13.0,34.5,0.413,68.4,1.63,42.8,6.3,0.0274
82.0,43.0,34.0,844.0,1300.0,1830.0,2400.0,2480.0,2320.0,1060.0,1900.0,1950.0,1830.0,1040.0,1810.0,273.0,373.0,416.0,395.0,359.0,329.0,13200.0,12600.0,26300.0,37300.0,51700.0,54500.0,51500.0,44500.0,45200.0,5.66,5.59,4.29,3.15,2.22,2.8,2.46,2.25,1.97,15.9,260.0,220.0,199.0,7.27,5.92,5.77,5.67,4310.0,0.598,0.48200000000000004,112.0,-7.37,0.0124,0.0248,0.0773,0.0612,-0.00804,1.06,1.07,1.17,88.0,79.0,82.0,10.0,0.7190000000000001,0.6759999999999999,0.48100000000000004,92.1,0.601,0.9890000000000001,0.9470000000000001,11.0,1.0,0.0,11.3,0.0,1.3,0.0,0.0,0.205,0.488,0.19899999999999998,5.05,3.26,-7.11,112.0,27.5,89.3,0.0,12.1,8.67,12.9,19.6,33.6,0.255,71.6,1.84,50.9,6.49,0.0312
